Date,Open,High,Low,Close,Adj Close,Volume
15/05/2017,7435.399902,7460.200195,7434.200195,7454.399902,7454.399902,831966500
16/05/2017,7454.399902,7533.700195,7452.399902,7522,7522,1010009800
17/05/2017,7522,7533,7478.899902,7503.5,7503.5,989995900
18/05/2017,7503.5,7503.700195,7389.299805,7436.399902,7436.399902,981827100
19/05/2017,7436.399902,7480.299805,7436.399902,7470.700195,7470.700195,820231400
22/05/2017,7470.700195,7518.100098,7470.700195,7496.299805,7496.299805,672758000
23/05/2017,7496.299805,7521.899902,7485.299805,7485.299805,7485.299805,678940100
24/05/2017,7485.299805,7519.600098,7475.100098,7514.899902,7514.899902,823078300
25/05/2017,7514.899902,7529.700195,7497.100098,7517.700195,7517.700195,620554600
26/05/2017,7517.700195,7554.200195,7514.399902,7547.600098,7547.600098,773534000
30/05/2017,7547.600098,7547.700195,7497.100098,7526.5,7526.5,737736400
31/05/2017,7526.5,7586.5,7519.700195,7520,7520,1864745500
01/06/2017,7520,7558.600098,7518.299805,7543.799805,7543.799805,859764100
02/06/2017,7543.799805,7599,7540,7547.600098,7547.600098,799553200
05/06/2017,7547.600098,7562,7519.100098,7525.799805,7525.799805,606693000
06/06/2017,7525.799805,7527.600098,7502.799805,7525,7525,842102100
07/06/2017,7525,7555.600098,7476.299805,7478.600098,7478.600098,874514700
08/06/2017,7478.600098,7489.700195,7450,7450,7450,867765500
09/06/2017,7450,7545.100098,7449.700195,7527.299805,7527.299805,1079740000
12/06/2017,7527.299805,7540.5,7483.600098,7511.899902,7511.899902,691742100
13/06/2017,7511.899902,7540.100098,7491.899902,7500.399902,7500.399902,759155200
14/06/2017,7500.399902,7545.100098,7474.399902,7474.399902,7474.399902,943048700
15/06/2017,7474.399902,7474.5,7377.899902,7419.399902,7419.399902,985057200
16/06/2017,7419.399902,7479,7419.399902,7463.5,7463.5,1889237700
19/06/2017,7463.5,7537.799805,7463.5,7523.799805,7523.799805,551165300
20/06/2017,7523.799805,7561.100098,7472.700195,7472.700195,7472.700195,1005340300
21/06/2017,7472.700195,7477.200195,7417.5,7447.799805,7447.799805,843652400
22/06/2017,7447.799805,7448.5,7398.799805,7439.299805,7439.299805,789287000
23/06/2017,7439.299805,7441.799805,7396.799805,7424.100098,7424.100098,608960600
26/06/2017,7424.100098,7481,7424.100098,7446.799805,7446.799805,702710000
27/06/2017,7446.799805,7451.700195,7411.399902,7434.399902,7434.399902,704817400
28/06/2017,7434.399902,7445.299805,7381.399902,7387.799805,7387.799805,833666400
29/06/2017,7387.799805,7452,7341.799805,7350.299805,7350.299805,930392000
30/06/2017,7350.299805,7377.399902,7302.700195,7312.700195,7312.700195,978353300
03/07/2017,7312.700195,7386.100098,7312.299805,7377.100098,7377.100098,704804300
04/07/2017,7377.100098,7383.5,7336.799805,7357.200195,7357.200195,597565700
05/07/2017,7357.200195,7386.899902,7347.5,7367.600098,7367.600098,924489500
06/07/2017,7367.600098,7373.899902,7303.5,7337.299805,7337.299805,767506100
07/07/2017,7337.299805,7359.5,7314.700195,7350.899902,7350.899902,670643200
10/07/2017,7350.899902,7388,7344.299805,7370,7370,597132300
11/07/2017,7370,7386.899902,7304.799805,7329.799805,7329.799805,662989700
12/07/2017,7329.799805,7439.100098,7329.799805,7416.899902,7416.899902,796874200
13/07/2017,7416.899902,7428.200195,7403.799805,7413.399902,7413.399902,941748000
14/07/2017,7413.399902,7419.799805,7363.799805,7378.399902,7378.399902,827118400
17/07/2017,7378.399902,7426.399902,7378.299805,7404.100098,7404.100098,595711600
18/07/2017,7404.100098,7418.5,7357.799805,7390.200195,7390.200195,615471900
19/07/2017,7390.200195,7442.799805,7379.299805,7430.899902,7430.899902,640610900
20/07/2017,7430.899902,7502.700195,7430.899902,7487.899902,7487.899902,706242700
21/07/2017,7487.899902,7515.100098,7433.899902,7452.899902,7452.899902,701091300
24/07/2017,7452.899902,7453.200195,7357.5,7377.700195,7377.700195,0
25/07/2017,7377.700195,7453.700195,7377.700195,7434.799805,7434.799805,774939600
26/07/2017,7434.799805,7487.100098,7434.700195,7452.299805,7452.299805,751804200
27/07/2017,7452.299805,7461.899902,7410.899902,7443,7443,982531200
28/07/2017,7443,7443,7339.399902,7368.399902,7368.399902,798028700
31/07/2017,7368.399902,7425.5,7367.899902,7372,7372,898503100
01/08/2017,7372,7440.100098,7372,7423.700195,7423.700195,718389600
02/08/2017,7423.700195,7434.700195,7388.899902,7411.399902,7411.399902,709413000
03/08/2017,7411.399902,7484.5,7384.200195,7474.799805,7474.799805,795756800
04/08/2017,7474.799805,7519.100098,7465.100098,7511.700195,7511.700195,753461700
07/08/2017,7511.700195,7533.700195,7511.700195,7531.899902,7531.899902,613223700
08/08/2017,7531.899902,7551.899902,7518.5,7542.700195,7542.700195,597542000
09/08/2017,7542.700195,7542.700195,7475.799805,7498.100098,7498.100098,779812300
10/08/2017,7498.100098,7498.100098,7376.700195,7389.899902,7389.899902,713176100
11/08/2017,7389.899902,7390,7296.5,7310,7310,744594900
14/08/2017,7310,7377.700195,7310,7353.899902,7353.899902,536696000
15/08/2017,7353.899902,7399.399902,7353.899902,7383.899902,7383.899902,495314400
16/08/2017,7383.899902,7445,7383.899902,7433,7433,568676900
17/08/2017,7433,7433.700195,7382.200195,7387.899902,7387.899902,576511200
18/08/2017,7387.899902,7387.899902,7302.5,7324,7324,719309100
21/08/2017,7324,7332,7296.799805,7318.899902,7318.899902,536324300
22/08/2017,7318.899902,7387.600098,7318.899902,7381.700195,7381.700195,656086900
23/08/2017,7381.700195,7394.5,7360.299805,7382.700195,7382.700195,593602900
24/08/2017,7382.700195,7437.899902,7382.200195,7407.100098,7407.100098,734674100
25/08/2017,7407.100098,7439.5,7401.5,7401.5,7401.5,498099600
29/08/2017,7401.5,7401.600098,7289.200195,7337.399902,7337.399902,734574500
30/08/2017,7337.399902,7381.299805,7337.399902,7365.299805,7365.299805,666133700
31/08/2017,7365.299805,7443.700195,7365,7430.600098,7430.600098,761338600
01/09/2017,7430.600098,7460.5,7430.100098,7438.5,7438.5,536515100
04/09/2017,7438.5,7438.5,7404.100098,7411.5,7411.5,389133300
05/09/2017,7411.5,7437.5,7369.600098,7372.899902,7372.899902,541337100
06/09/2017,7372.899902,7372.899902,7322.399902,7354.100098,7354.100098,676234700
07/09/2017,7354.100098,7412.700195,7348.399902,7397,7397,643758300
08/09/2017,7397,7397,7358.399902,7377.600098,7377.600098,600535800
11/09/2017,7377.600098,7434.100098,7377.600098,7413.600098,7413.600098,614926800
12/09/2017,7413.600098,7435.799805,7387,7400.700195,7400.700195,745693800
13/09/2017,7400.700195,7401.299805,7336.200195,7379.700195,7379.700195,844049500
14/09/2017,7379.700195,7390.700195,7287.700195,7295.399902,7295.399902,1221676900
15/09/2017,7295.399902,7295.399902,7196.600098,7215.5,7215.5,1416161300
18/09/2017,7215.5,7257.5,7215.5,7253.299805,7253.299805,712298700
19/09/2017,7253.299805,7285.700195,7243.600098,7275.299805,7275.299805,773526900
20/09/2017,7275.299805,7289.899902,7249.600098,7272,7272,770407100
21/09/2017,7272,7289.200195,7260.100098,7263.899902,7263.899902,786845200
22/09/2017,7263.899902,7320.299805,7242.200195,7310.600098,7310.600098,625557800
25/09/2017,7310.600098,7312.5,7272.5,7301.299805,7301.299805,584594700
26/09/2017,7301.299805,7311.799805,7273.299805,7285.700195,7285.700195,686442500
27/09/2017,7285.700195,7327.5,7285.700195,7313.5,7313.5,832249800
28/09/2017,7313.5,7323.299805,7289.799805,7322.799805,7322.799805,725911000
29/09/2017,7322.799805,7382.700195,7321.600098,7372.799805,7372.799805,728387400
02/10/2017,7372.799805,7438.799805,7372.700195,7438.799805,7438.799805,864401100
03/10/2017,7438.799805,7469.799805,7426.700195,7468.100098,7468.100098,697184200
04/10/2017,7468.100098,7476.299805,7456.600098,7467.600098,7467.600098,916914900
05/10/2017,7467.600098,7508,7464.399902,7508,7508,756132200
06/10/2017,7508,7527.700195,7508,7522.899902,7522.899902,673882500
09/10/2017,7522.899902,7523.700195,7493.700195,7507.899902,7507.899902,675841500
10/10/2017,7507.899902,7543.899902,7504.600098,7538.299805,7538.299805,797063500
11/10/2017,7538.299805,7550.200195,7519.600098,7533.799805,7533.799805,1212434400
12/10/2017,7533.799805,7565.100098,7526.299805,7556.200195,7556.200195,701114100
13/10/2017,7556.200195,7556.200195,7521.100098,7535.399902,7535.399902,666480800
16/10/2017,7535.399902,7557,7526.700195,7527,7527,715914400
17/10/2017,7527,7550.399902,7506.299805,7516.200195,7516.200195,1003303400
18/10/2017,7516.200195,7555.200195,7516.200195,7542.899902,7542.899902,626374800
19/10/2017,7542.899902,7542.899902,7485.399902,7523,7523,806162200
20/10/2017,7523,7560,7517.100098,7523.200195,7523.200195,732296700
23/10/2017,7523.200195,7542,7511.799805,7524.5,7524.5,548853900
24/10/2017,7524.5,7535.200195,7508.5,7526.5,7526.5,657035000
25/10/2017,7526.5,7528.5,7437.399902,7447.200195,7447.200195,894719200
26/10/2017,7447.200195,7488.299805,7440.100098,7486.5,7486.5,988569400
27/10/2017,7486.5,7520.799805,7485.200195,7505,7505,844552500
30/10/2017,7505,7507,7478.399902,7487.799805,7487.799805,727471900
31/10/2017,7487.799805,7516.899902,7484,7493.100098,7493.100098,708732700
01/11/2017,7493.100098,7532.399902,7488,7488,7488,1172721000
02/11/2017,7488,7562.299805,7478.899902,7555.299805,7555.299805,1002706700
03/11/2017,7555.299805,7581,7541.899902,7560.399902,7560.399902,652248400
06/11/2017,7560.399902,7572.899902,7544.200195,7562.299805,7562.299805,615052400
07/11/2017,7562.299805,7582.899902,7507.799805,7513.100098,7513.100098,731355900
08/11/2017,7513.100098,7534.5,7504.799805,7529.700195,7529.700195,784072500
09/11/2017,7529.700195,7532.200195,7476.899902,7484.100098,7484.100098,834887900
10/11/2017,7484.100098,7500.299805,7421.700195,7433,7433,673856600
13/11/2017,7433,7469.299805,7403,7415.200195,7415.200195,745139300
14/11/2017,7415.200195,7436.600098,7396.899902,7414.399902,7414.399902,1141147200
15/11/2017,7414.399902,7415.100098,7357.100098,7372.600098,7372.600098,891890700
16/11/2017,7372.600098,7393.299805,7368.100098,7386.899902,7386.899902,898881100
17/11/2017,7386.899902,7406.5,7356.200195,7380.700195,7380.700195,710733600
20/11/2017,7380.700195,7397.399902,7350.399902,7389.5,7389.5,716131100
21/11/2017,7389.5,7422.200195,7367.899902,7411.299805,7411.299805,730690300
22/11/2017,7411.299805,7460.899902,7410.399902,7419,7419,834065800
23/11/2017,7419,7422.700195,7373.299805,7417.200195,7417.200195,560163700
24/11/2017,7417.200195,7425.200195,7389.5,7409.600098,7409.600098,545037100
27/11/2017,7409.600098,7438.399902,7383.899902,7383.899902,7383.899902,636742900
28/11/2017,7383.899902,7469.600098,7374,7460.700195,7460.700195,917737600
29/11/2017,7460.700195,7460.700195,7386.700195,7393.600098,7393.600098,1085338600
30/11/2017,7393.600098,7416.299805,7326.700195,7326.700195,7326.700195,1338402400
01/12/2017,7326.700195,7355.399902,7288.700195,7300.5,7300.5,839825500
04/12/2017,7300.5,7369.700195,7300.5,7339,7339,745259400
05/12/2017,7339,7373.899902,7326.600098,7327.5,7327.5,881831300
06/12/2017,7327.5,7369.700195,7289.399902,7348,7348,672957500
07/12/2017,7348,7371.700195,7314.600098,7320.799805,7320.799805,803178700
08/12/2017,7320.799805,7412.200195,7314.200195,7394,7394,1004623500
11/12/2017,7394,7458.399902,7393.600098,7453.5,7453.5,906705100
12/12/2017,7453.5,7501.5,7448.299805,7500.399902,7500.399902,991599100
13/12/2017,7500.399902,7510.799805,7492.600098,7496.5,7496.5,998682800
14/12/2017,7496.5,7496.700195,7448.100098,7448.100098,7448.100098,948434600
15/12/2017,7448.100098,7490.600098,7433.799805,7490.600098,7490.600098,1182118000
18/12/2017,7490.600098,7544.299805,7490.600098,7537,7537,568259400
19/12/2017,7537,7563.5,7534.100098,7544.100098,7544.100098,675779500
20/12/2017,7544.100098,7550.600098,7511.5,7525.200195,7525.200195,659315600
21/12/2017,7525.200195,7609.700195,7517.899902,7604,7604,621347000
22/12/2017,7604,7614.399902,7585.5,7592.700195,7592.700195,243831300
27/12/2017,7592.700195,7632.700195,7586.399902,7620.700195,7620.700195,458380900
28/12/2017,7620.700195,7633.600098,7609.799805,7622.899902,7622.899902,311875400
29/12/2017,7622.899902,7697.600098,7620,7687.799805,7687.799805,289238900
02/01/2018,7687.799805,7691.299805,7624.100098,7648.100098,7648.100098,576251800
03/01/2018,7648.100098,7689.899902,7640.5,7671.100098,7671.100098,571662800
04/01/2018,7671.100098,7702.5,7671.100098,7695.899902,7695.899902,705864000
05/01/2018,7695.899902,7727.700195,7689.799805,7724.200195,7724.200195,636035700
08/01/2018,7724.200195,7733.399902,7691.799805,7696.5,7696.5,635135400
09/01/2018,7696.5,7733.100098,7696.5,7731,7731,709674500
10/01/2018,7731,7756.100098,7716.200195,7748.5,7748.5,861758600
11/01/2018,7748.5,7769,7734.600098,7762.899902,7762.899902,982791800
12/01/2018,7762.899902,7792.600098,7752.600098,7778.600098,7778.600098,1133867000
15/01/2018,7778.600098,7783.600098,7763.399902,7769.100098,7769.100098,551904700
16/01/2018,7769.100098,7791.799805,7740.600098,7755.899902,7755.899902,824367900
17/01/2018,7755.899902,7755.899902,7711.100098,7725.399902,7725.399902,822508200
18/01/2018,7725.399902,7739.5,7683.700195,7701,7701,765527900
19/01/2018,7701,7731.799805,7694.700195,7730.799805,7730.799805,795594100
22/01/2018,7730.799805,7739.399902,7703.700195,7715.399902,7715.399902,730171300
23/01/2018,7715.399902,7745.200195,7710,7731.799805,7731.799805,742420200
24/01/2018,7731.799805,7732,7643.399902,7643.399902,7643.399902,746643300
25/01/2018,7643.399902,7662.399902,7608.5,7615.799805,7615.799805,713251600
26/01/2018,7615.799805,7667.399902,7615.799805,7665.5,7665.5,713831300
29/01/2018,7665.5,7689.200195,7663.899902,7671.5,7671.5,612924000
30/01/2018,7671.5,7671.700195,7587.100098,7588,7588,798999000
31/01/2018,7588,7599,7521.799805,7533.600098,7533.600098,880751700
01/02/2018,7533.600098,7554.700195,7476.5,7490.399902,7490.399902,872509100
02/02/2018,7490.399902,7494.799805,7432.299805,7443.399902,7443.399902,871574000
05/02/2018,7443.399902,7443.399902,7334.799805,7335,7335,888994600
06/02/2018,7335,7335,7079.399902,7141.399902,7141.399902,1354591000
07/02/2018,7141.399902,7311.5,7141.399902,7279.399902,7279.399902,1027400300
08/02/2018,7279.399902,7279.399902,7161.299805,7170.700195,7170.700195,973611300
09/02/2018,7170.700195,7170.700195,7073,7092.399902,7092.399902,927291900
12/02/2018,7092.399902,7199.899902,7092.399902,7177.100098,7177.100098,718740600
13/02/2018,7177.100098,7203,7165.799805,7168,7168,718988800
14/02/2018,7168,7243.200195,7145.700195,7214,7214,940537000
15/02/2018,7214,7268,7206.700195,7234.799805,7234.799805,747830200
16/02/2018,7234.799805,7308,7234.799805,7294.700195,7294.700195,651756200
19/02/2018,7294.700195,7306.200195,7240,7247.700195,7247.700195,511199000
20/02/2018,7247.700195,7264.799805,7202.100098,7246.799805,7246.799805,679057900
21/02/2018,7246.799805,7291.799805,7220.600098,7281.600098,7281.600098,902872700
22/02/2018,7281.600098,7281.600098,7187.799805,7252.399902,7252.399902,926221400
23/02/2018,7252.399902,7262.100098,7220.799805,7244.399902,7244.399902,674864300
26/02/2018,7244.399902,7313,7244.299805,7289.600098,7289.600098,585774600
27/02/2018,7289.600098,7326,7272.899902,7282.5,7282.5,718147000
28/02/2018,7282.5,7293.399902,7231.899902,7231.899902,7231.899902,919954800
01/03/2018,7231.899902,7231.899902,7153.399902,7175.600098,7175.600098,859756500
02/03/2018,7175.600098,7175.600098,7063.399902,7069.899902,7069.899902,910442200
05/03/2018,7069.899902,7119.200195,7062.100098,7116,7116,941867700
06/03/2018,7116,7197.799805,7115.600098,7146.799805,7146.799805,786141900
07/03/2018,7146.799805,7180.700195,7109.600098,7157.799805,7157.799805,862383600
08/03/2018,7157.799805,7212.100098,7145.700195,7203.200195,7203.200195,712676800
09/03/2018,7203.200195,7225.299805,7189.700195,7224.5,7224.5,651119000
12/03/2018,7224.5,7254.899902,7198.200195,7214.799805,7214.799805,613077900
13/03/2018,7214.799805,7224.100098,7125.600098,7138.799805,7138.799805,766738500
14/03/2018,7138.799805,7176.5,7122.799805,7132.700195,7132.700195,752181500
15/03/2018,7132.700195,7162.600098,7127.100098,7139.799805,7139.799805,808062300
16/03/2018,7139.799805,7187.299805,7131.299805,7164.100098,7164.100098,1380663300
19/03/2018,7164.100098,7164.200195,7034.899902,7042.899902,7042.899902,728214400
20/03/2018,7042.899902,7081.5,7042.600098,7061.299805,7061.299805,742142200
21/03/2018,7061.299805,7065.700195,7016.799805,7039,7039,762202300
22/03/2018,7039,7039,6914.5,6952.600098,6952.600098,861231600
23/03/2018,6952.600098,6952.799805,6877,6921.899902,6921.899902,879273700
26/03/2018,6921.899902,6958.5,6866.899902,6888.700195,6888.700195,765318100
27/03/2018,6888.700195,7042.399902,6888.700195,7000.100098,7000.100098,690975500
28/03/2018,7000.100098,7044.700195,6923.299805,7044.700195,7044.700195,763193100
29/03/2018,7044.700195,7109.899902,7042.700195,7056.600098,7056.600098,876227900
03/04/2018,7056.600098,7065,6996.799805,7030.5,7030.5,790532700
04/04/2018,7030.5,7046.299805,6971.799805,7034,7034,794337900
05/04/2018,7034,7199.5,7034,7199.5,7199.5,794899100
06/04/2018,7199.5,7214,7163.100098,7183.600098,7183.600098,656250500
09/04/2018,7183.600098,7209.700195,7145.600098,7194.799805,7194.799805,671088200
10/04/2018,7194.799805,7266.799805,7194.799805,7266.799805,7266.799805,755081700
11/04/2018,7266.799805,7270.299805,7243.299805,7257.100098,7257.100098,766200800
12/04/2018,7257.100098,7266.600098,7240.799805,7258.299805,7258.299805,666773400
13/04/2018,7258.299805,7275,7249.100098,7264.600098,7264.600098,662868400
16/04/2018,7264.600098,7265.799805,7195.5,7198.200195,7198.200195,862881700
17/04/2018,7198.200195,7240.399902,7189.899902,7226.100098,7226.100098,714046100
18/04/2018,7226.100098,7325.600098,7226.100098,7317.299805,7317.299805,877056200
19/04/2018,7317.299805,7340.700195,7309.399902,7328.899902,7328.899902,788416300
20/04/2018,7328.899902,7368.200195,7323.299805,7368.200195,7368.200195,769512800
23/04/2018,7368.200195,7404.100098,7359.700195,7398.899902,7398.899902,777571800
24/04/2018,7398.899902,7439.600098,7397.299805,7425.399902,7425.399902,836399400
25/04/2018,7425.399902,7427.100098,7334.600098,7379.299805,7379.299805,879795200
26/04/2018,7379.299805,7421.399902,7355,7421.399902,7421.399902,814899700
27/04/2018,7421.399902,7507.100098,7421.299805,7502.200195,7502.200195,750485000
30/04/2018,7502.200195,7546.200195,7497.100098,7509.299805,7509.299805,991178200
01/05/2018,7509.299805,7549.100098,7506.600098,7520.399902,7520.399902,567569600
02/05/2018,7520.399902,7573,7519.600098,7543.200195,7543.200195,829699300
03/05/2018,7543.200195,7555.200195,7492.399902,7502.700195,7502.700195,723643100
04/05/2018,7502.700195,7570.200195,7502.700195,7567.100098,7567.100098,880646600
08/05/2018,7567.100098,7598.5,7550.399902,7565.799805,7565.799805,876829900
09/05/2018,7565.799805,7662.5,7565.799805,7662.5,7662.5,891351200
10/05/2018,7662.5,7706.899902,7631.600098,7701,7701,878774100
11/05/2018,7701,7728.899902,7691.700195,7724.600098,7724.600098,731924200
